score,review
1,"Baru download ulang gabisa masuk, alasan crash. Gimana ceritanya?"
1,"Error tidak bisa di install kekurangan penyimpanan, padahal penyimpanan luas"
1,"Parag game nya cacad download nya aja yang lama , pasdi main kan ancur loading sampe se tahun, hp gw ga murah2 amat reno 11"
5,"good game, tapi kadang ada kendala bug loading yng mengganggu, tolong fix dev"
1,"solo leveling nya bagus, game nya ampas, loading lama, mending download pou"
1,Loading nya waktu download data lama bet jir Hp ram 8 aja Lama nya see abat harus pakek WiFi kah
2,banyak bug.. loading gak kelar kelar kadang error
1,"Game bagus & coba main guest mode tamu, udh lvl 42 tapi kok tiba tiba log-out sendiri dan login lagi kok gk bisa? Developer ada permainan kah ini? Atau emang lagi error, harusnya kan selama gk ganti hp normal aja login"
3,Game bagus tapi sering bug loading harus di perhatikan
4,Game nya bagus grafik juga oke tapi kalo main sambil Wa Pasti force close mulu
3,"Loding masuk game nya terlalu lama,mohon di fix"
1,"Maaf BINTANG 1 dulu, banyak kendala akhir2 ini, tolong untuk developer bantu untuk mengatasi kendala2 yang ada sesuai keluhan player"
5,Game nya sudah seru tapi kekurangan nya ada di bug mohon segera perbaiki.. terima kasih
3,"Setiap log in pasti ada errorr harus keluar dan log in lg, tolong perbaiki sistemnya"
3,"Tolong di perbaiki lagi, setiap mau main malah diam di loading terus kadang harus keluar tiba2 terima kasih"
1,"Bug di chapter 17"" kesalahan pengukuran"" Sudah hampir setengah taun belum di fix"
4,"Game nya kok tiap mau lanjut misi kok ga bisa dilanjutin ya, tolong dibenerin bug nya devolop"
5,Geme ya kalo gw si bagus tapi penyimpanan ya loh tinggi bat loding mulu tolol di perbaiki lagi dengan loding ya Jan telalu lama
3,"masih banyak bug nya kaya stuck loading, di loby gelap, dll tolong di perbaiki lagi"
1,"Sering banyak bug nya ga jelas bikin kesel,lagi main tiba tib layar hp langsuhg mati padahal masih nyala game burik"
5,Tolong ringankan lagi game nya untuk Smartphone yang spesikasi nya rendah. Terimakasih 🙏🏻😊
5,"Bagus banget character yang belum dijelasin di manga dilihatin di game ini, dan animasinya bagus banget"
2,"kalo ga bisa buat main di Android jangan di rilis dah buat ap game banyak bug gini, semoga segera di perbaiki net marble"
2,"ntah apa yg dilakuin devoloper dari tahun kemaren gw maen suka ngestuck di loading,skarang gw cb download lagi masih tetep aja suka ngestuck di loading"
3,Game suka kelobby sendiri jaringan selulernya selalu susah kalau udah mainin gimana sih pihak game nya tolong lah perbaiki
5,Tolong Optimalisasi lagi untuk pengguna Android jangan cuma di PC aja yang di utamakan..
3,"Kenapa akhir-akhir ini game sering blank, yaa? Agak mengganggu, jadi engga bisa menggunakan aplikasi dengan maksimal."
1,"Kalo saja game nya lancar gk stuck d loading,layar hitam,force close dll,pasti banyak yg minat,SORRY KASIH STAR 1 👎🏼"
1,Dari awal rilis sampe sekarang banyak banget bugnya tolong di perbaiki bugnya
1,"makin kesini makin kacau ini game gak bisa login kapanpn,n dimanapun padahal pake wifi,😮‍💨"
2,"Sering banget blank layar hitam.. harus re-log baru kembali normal, ga lama gitu lagi.."
1,"Tak kasih bintang 1 dlu, udah selesai download data malah disuruh download lgi dri awal, semoga bisa diperbaiki dengan cepat Terima kasih"
1,"Gabisa masuk latihan gate. Uda coba ulang"" Tetap stuck di loading. Game aneh"
5,Gamenya bagus banget tpi bug loadingnya tolong banget harus di fix biar ga sering relog2
1,Terlalu banyak bugnya yg menjengkelkan.. main 10menit mesti login ulang 2-3 kali.
3,Tolong bug nya ituloh diperbaiki kek sayangkan game bagus bugnya aduh keluar sendiri kadaluwarsa katanya
1,Ko ng ada suaranya bug tolong di perbainki... Game ya uda bagus
1,"kebanyakan bug, buat lanjutin history aja terkeluar mulu, gabisa masuk-masuk"
5,"Game bagus ,alur cerita bagus tapi kok pada ngasih rate rendah ya, anime nya jg bagus"
1,"Gila lama banget loadingnya, padahal udah di relog berkali-kali masih aja lama"
1,"Loading apaan ampe sejam kagak kelar"" , pdhl HP nya mendukung ( pova 6 ) , jaringan juga bagus"" ja tuh tpi ttp lama amat loanjing nya"
3,Game ny bagus tapi kenapa ya pas loading mau ke dalam game nya ga masuk masuk masak helio G99 U gak bisa?
1,Mohon di perbaiki.signyal saya masih bagus padahal tapi di game nya malah ngelag mohon di perbaiki
1,"Game kgk jelas, baru juga download masih proses mau buka eh katanya penyimpanan penuh kocak kali padahal masih ada sisa 4 Giga di hp aneh.. gini amat game burik"
5,"Untuk hp spek dibawah rata rata masih bisa dgn settingan full rata kiri, fos 30👍👍"
2,"Terpantau, infinix GT 20 Pro tidak bisa bermain ini game, asus Rog phone 3 gak kuat juga 😂"
1,"Baru masuk udah stak di loading game doang lama bngt gk bisa msuk, tolong di perbaiki"
1,"Apa apaan baru juga awal tutorial malah nge stuck gamenya gak bisa ngapa ngapain....,"
5,Game agak mudah la walaupun agak susah sistem gacha senang la main baru 4hari la level20 (cukup mudah)7 chapter)😄😄😄
4,"Gamenya bagus tapi tolong di perbaiki,sering stuck di loading"
1,Black screen terus perbaikin lah jangan update terus sama penambahan karakter
1,"Game paling boros kuota, awal dowload gk cukup 10GB blm lagi pas login harus download data hampir 100mb."
1,Loading udah 100% tapi gak bisa log in sama sekali padahal jaringan juga bagus jadi aku kasih b1
5,gamenya bagus tapi saya agak susah login padahal koneksi internet bagus tapi eror terus👍
2,"terlalu banyak bug power tim, harusnya 700k jadi 577k. tolong segera di fix"
3,"Jaringannya bisa hilang sendiri , dan harus di tutup dan mulai awal lagi kalau mau main"
4,"Bug loading tolong di perbaiki, suka stuck ketika loading 🙂"
1,padahal game nya seru tapi bug stuck di loading kecewa banget😞
5,"game terseru tidak perlu p2w, kembangkan terus dan optimalkan game nya supaya tidak terlalu ngelag😋😋"
1,Sering mgeleg atau ngepris tidak jelas bug nya parah bngt gak bisa buat main
1,Game asu loadingnya lama benar klw mau in game perbaiki lagi jaringannya jgn terlalu lama
1,Tolong perbaiki lagi lah ini orang mau main game nya malah berhenti loading
1,Gak masuk masuk ke game ny parah ud nunggu setengah jam gk masuk masuk ud reload pun gitu juga ap nih
2,gamnya bagus tpi pas main loadingnya sering macet pas masuk lama kbanyakan loading
2,bug loading screen sangat merepotkankan bisa terjadi 4x dalam 1 jam🙂‍↕️
5,Terlalu banyak bug Seperti saat masuk ke dungeon loading nya berhenti di satu tempat dan tidak bergerak
1,"Banyak banget bug-nya, kadang black screen. Pokoknya ngeselin"
1,Kenapa pas udh downlod datanya ada tulisan penyimpanan kurang padahal penyimpananny msih banyak ruang
5,Yaa emng bagus itu yg bilang suruh ganti device udh make device bagus pun sering stuck hadehhh ngatain idiot lagi semua orng juga punya hak untuk memberi ulasan
1,Game gk jelas gua maen auto malah dikira aktivitas abnormal kena penalty login apalah g jelas intinya g bisa login kocak banget ni game
1,"ADMIN KENAPA SETIAP MAU MASUK KE MISI ATAU DUNGEON KESALAHAN ATAU TIDAK MASUK KE MISI ATAU KEPENTAL, APAKAH ADA YG SALAH TAH NIE GAME PADAHAL GAME BAGUS INI"
1,"Vangke.... Baru download dikit dikit nge buggg!..... Kagak bisa di apa apain, pdhl hp poco x6 prooooo!!!.."
2,"Banyak bug padahal hp, prosesor, ram sudah memadai"
2,"Ini game minusnya sering ngbug mulu , tiap main harus relog terus"
1,"Game yang suka fitnah player, padahal gw ga ad pakai cheat sampai di ban akun gw, semoga yang riport gw ga melimpah rezeki nya."
3,game nya seru cuma sayang suka stuck loading dan suka ngebug
2,"ini game sering bengong jir , Ng stuck di dalem dungeon lah , mental ke lobby , stuck di loading , hadeh"
1,Optimalisasi kinerja game nya dong masa sering framedrop
2,"Jaringan di dalam gamenya masih kurang stabil, saya harap bisa di perbaiki"
5,"Tolong di perbaiki bug power sung jinwo, sering login dan sering menurun sendiri power nya"
2,Loading terlalu lama kadang berhenti di tengah² game
1,Game ini bagus. Tapi masih sering eror. 1 kali main langsung mancet. Gitu terus
5,udah bagus pas balik main lagi kirain bugnya udah ngk ada masi ada juga
1,Ini game banyak banget bugnya dari dulu ngoleksi bug terus
1,"perbaiki bug loading yang lama, cape maininnya"
4,geme nya bagus grafis hampir kayak ark tapi geme nya terlalu berat tolng diringankan😅
1,"Apaan tiba"" harus ulang dari awal lagi padahal udah gede akun gw . Kocak nih game"
1,"Tidak di sarankan mendownload game ini,karna sedikit sedikit download data sampai 4 kali jika baru download,dan mendownload datanya juga lama"
1,"Lama banget loadingnya, saya kira setelah update bakalan tambah enteng malah tambah lama"
3,"untuk game segi grafis dll sudah bagus, tapi sayang game sebagus ini masih banyak bug nya, padahal hp gw spek bagus, sebelah pun di libas, gw kasih 3 dulu masih banyak bug, kalo di perbaiki bakal gw kasih b 5"
5,"untuk game ini sangat bagus sekali, selain Naruto ini juga bisa mobile juga"
3,"Tidak bisa dibuka setelah update, tolong dibantu dev"
3,terlalu banyak bug mohon diperbaiki padahal ram8 rom128 ap gk bisa tlong semua bug diperbaiki
3,"Boring, Terlalu banyak daily Mohon untuk ditambahkan mode sweep/skip di mode artefak dan gear. Mohon ditambahkan mode sweep/skip di mode gate rank A dan S Mohon di tambahkan fitur untuk mempercepat daily."
1,Game apaan dari dulu bayak bug nya Kirain dah di fix bug nya teryata masih sama kayak dulu
3,Tolong dg developer nya ini bug loadingnya sudah sangat meresahkan sekali tolong untuk di perbaiki dg.......
5,"game bagus, bansos banyak tiap update. minusnya cuma bug, tapi udh jarang."
3,"tolong dong kembangkan lagi,, sayang lho game bagus seperti ini kaga cepet di perbaikin masalah nya,"
1,"Bnyak bug nya kalau loading ngestuck terus warnanya hitam,ini sudah berapa kali update tapi loading masih stuck"
3,"Padahal kapasitas masih banyak tapi di notif ga bisa dowload data, padahal cuma 15 mb tapi ga bisa masuk game"
1,"Kualitas game ini semakin hari makin buruk, sulit sekali untuk masuk ke game dan bermain dengan lancar , terlalu banyak kendala dan itu tidak di benahi"
2,"Loading pada game sering macet, sementara hiatus main dulu sambil menunggu game lancar kembali 🥲"
1,"Game gaa jelas senjata udah up jauh"" malah ke reset jdi level 1 lagi misi bosan gitu"" ajaa gaa ada tantangan, TOLOL GAME RUSAK"
1,Perbaiki bug loading screen... Sangat tidak menyenangkan harus reload game terus ketika sudah raid....
3,Astaga naga kenapa ini jadi eror yak Masa stuck di loading aja Weh apa karena lama GK login apa kek mana nih hadeh masa iya mau di uinstal download lagi sayang Weh kuota gua. Gua nih make kuota bukan Wi-Fi Cok Cok😭😭😭😭 gua kasih bintang sgini dlu nanti kalo dah lancar full star deh🥲
1,"Udah update 3.0 bukannya bagus malah ngefreze sama lag mulu ,padahal wifi sama data sellular kenceng"
3,game nya bagus tapi tolong bug loading nya di fik dong jaringan lancar masa ngga bisa masuk
4,"Ada stage yg terlalu susah, pdhal udh 10 level diatas yg direkomendasikan. Tolong perbaiki lagi"
1,Saya baru download di hp ram 8 kok warna gelap sebagian tombol ga muncul tolong cara fix nya gmna
2,"Baru instal ada masalah penyimpanan tidak cukup padahal memori sisa 16GB lebih , tolong perbaiki"
3,Kenapa setelah update gak bisa masuk saya tolong lah di perbaiki sistem nya developer
3,Habis update kok stay di Tabel Unduhan yg sudah 100% padahal. Tolong perbaiki masalah ini develover
3,Game ya sungguh bagus tapi masih sering nge bak tolong di perbaiki lagi baru kasih bintang 5 bahkan 10
5,tolong kalau main solo leveling ini kadang mace t macet nggak jelas tolong adminya untuk tidak macet macet lagi
5,"Tingkatkan lagi kenyamanan game nya koh, aku sudah lengkap senjata SSR yg di shop lagi kumpulin Hanter SSR nya belum lengkap."
5,"Berat banget, pdahl dah grafik yg low, pdhal HP gua udah 5G jg, makin banyak bugnya, pdhal game bagus"
5,"Game bagus anti patah² dan gak lag, kalo ngecreez HP lu aja kali yang gak kuat, kalo ada bug benerin lagi, saya suka game ini"
5,Ak engga tau ini itu bug atau kurang kompatibel pokoknya sering patah2 dan kadang diem sendiri
3,"Mungkin boleh diperbaiki masalah stuck loading sama segala jenis bug, segi cerita sudah bagus padahal"
1,"main 1 jam cuma dapat emosinya gara gara stuck loading, kalau ga niat bikin game mending ga usah"
4,Tolong perbaiki dan stabilkan loading yg mengganggu kenyamanan bermain. Jadi bikin males
5,"bagus jir, ga pelit diamond+kupon gacha semoga gini terus. dan jangan di persulit dan semoga juga event2 nya terus ada"
1,"Bug ya di benerin lah udh 3.0, bug loading screen masih aja ada"
4,game bagus tapi kebanyakan loading screen dan suka nyetak di loading screen nya kurangin loading screen nya di awal masuk
1,"Eror Mulu game nya tolong di perbaiki dong buat android biar lancar waktu bermain,"
1,aku udah download trus nunggu lama juga eh pas masuk tutorialnya ga bisa dipencet analognya aneh 😡
1,Wkwkw dari awal rilis sampe sekarang masih aja sama . GK ada perubahan sama sekali banyak bug makin parah aja. Makin gk sehat
3,Gajelas bgt gw udh dowload file patch lama bgt malah disuruh download file patch lagi haduh rugi banyak banget kuota gw
1,"gamenya knp ini developer, saya sudah download filenya tapi kok malah file error??"
5,Ada bug di misi event peningkatan 3-15 min tolong di perbaiki setak ga bisa selesai.
4,Jaringan harus bagus . Ram harus gede 🥲 jaringan turun langsung stuck di loading
1,"Tolong perbaiki bug loading untuk android please, capek stuck loading terus"
5,"Gamenya overall bagus, mohon ditingkatkan lagi biar gak terjadi bug minor pas dimainkan di gadget smartphone ya😎"
3,"kalo habis quest story black screen teruss, bolak balik login ulang. hadeh tolong diperbaiki😒😒🙏🙏"
4,"Saya naikin lagi ratenya mksih jdi agak mndingan, jadi jarang ngbug/stuk loadingny skrg hehe, btw mksih min sdh berbagi item gratis buat player gratisan kek sya,"
5,"Jgan menjadikan bug freeze sebagai alasan bahwa device kalian kentang, kalau pengen main yah rata kiri."
1,"Game cacad, chapter banyak yang error gak bisa masuk,ampas nih game"
2,"Game nya sih seru tapi banyak bug, sering nya saat loading pasti ngebug"
1,Gamenya bagus tapi suka ngeleg dan ngebug Mulu jaringan wifinya bagus jadi main nya ga seruan
1,Ini gimana ada update tapi pas masuk jaringan terputus pdhl jaringan di gua bagus
5,game nya sangat bagus tapi sayang kendala masih banyak bug Sering kelamaan di loading
2,Saya kasih 2 bintang... Gamenya bagus tapi terlalu berat untuk hp menengah ke bawah
3,ini kenapa ya setiap memeriksa data selalu unduh ulang data saya sudah unduh ulang sampe 3× tolong kasih penjelasan
3,Loading in game yg sangat lama dan masih perlu beberapa optimalisasi lagi
3,Benerin lah ini loading screen nya pas mau masuk game tiba tiba stik padahal sinyal bagus
4,"Ni ad bug oi tiket buat spin yang di dapat dari tantangan g bisa ke ambil, ke ambil cuma g ad tolong wei"
4,Habis update kok lodingnya makin lama? sama pas di loby sering muter muter loadingnya
1,"Game gabisa skip dangoen padahal power gedean karakter dari pada monster makan waktu harus ngulang"" Terus"
1,"Tolong lah di perbaiki cape bnget ngefrezee mulu harus login ulang truss , udah loginnya lama"
2,"Gelo anjir 10gb donlot nya, udh makan waktu lama donload in game banyak bug pula hadeh. netmarble ini cok🤦🏻"
1,"game gajelas, udh unduhan data 3gb, tiba-tiba ke ulang lagi dari awal dongo dongo"
4,"Alhamdulillah dah baikan nih game, tapi mimik muka yg awalnya ada tiba tiba datar di npcnya, tolong developer perbaikin🙏"
1,"gameplay bagus, tapi sering blackscreen, tolong diperbaiki"
3,"loading nya tolong di percepat saya nunggu temen Hampi 10 menit pdhl jaringan bgs paket masih banyak, tolong developer di perbaiki lagi loading nya"
3,"twrlalu banyak bug, seperti layar freze/blank, hp saya poco m3 (dengan setting rata kiri)"
1,tolong benerin bug yang stack di loading gangu banget jadi harus relog terus (developer nya cuek gak mau benerin)
2,Game nya bagus cuma suka frezz kenapa yang Tolong dev ini game udah oke banget loh dari seri alur cerita.
2,Tolong fix bug stuck di loading dan tolong loading game nya dj cepetin sisa nya udah cukup
1,Padahal Game Nya Seru Dan Bagus Setelah Liat Ulasannya Banyak Yg Ram Nya 8 Pada Ngeluh Karna Bug Nya Apalah Daya Ku Yg HP Nya Cuma Ram 4 Keinginan Buat Install Dan Mainin Game Nya Jadi Sebuah Renungan🥲
1,"game full loading, fps gk stabil udah 3.0 bukannya di fix malah hancur sampah"
5,Great Game ..tetapi setelah update hari ini saya susah untuk masuk ke dungeon ..tolong perbaiki
5,"Game nya udah bagus, cuman tolong kasih fitur untuk ngehilangin teks damage nya dong"
3,"Layar tiba-tiba hitam dan freeze, apa yang terjadi? developer, tolong diperbaiki!!"
3,"Banyak x bug dmna"" loading nya lama banget, game nya udah jalan aneh banget"
2,"Tiap main,tiba tiba keluar sendiri, ada notifikasi costamer"
5,"Developer makin kesini makin baik, buat newbie enak. Keren gamenya"
1,"Masih cacat game nya banyak stuck loading.. perangkat cepat panas, padahal game GK seberapa"
4,"Game nya gampang stuck gak bisa di pencet, padahal animasinya lagi jalan"
1,"baru download in game udah ampir selesai, kekeluar ngulang dari awal download lagi, itu kaga sedikit ye"
2,tolong Carsh di in game d perbaiki pdahal udh Di mode paling rendah grafik ttep carsh mohon d dperbaiki lagi game nya
4,"Keseluruhan udh bagus cuman saat main tiba² loading dan harus reloag,jadi mohon diperbaiki"
5,Game Nya sudah sebagus ini Tapi Kadang Kadang enak Kalau di lihat ceritanya dan terus Nimbol blackground Dan Tolong Perbaiki
3,masih banyak bug seperti stuck di loding screen dan black screen
3,Sy tidak bisa mulai gameplay nya ???? Mohon bantuannya ya untuk penjelasannya cara untuk dapat main game ini
3,"Kenapa habis update malah tidak bisa di buka, file patch bermasalah"
1,"Selalu banyak BUG saat bermain, dan masalah ini dari awal sampai sekarang masih berlanjut. Jadi agak malas bermain ini game"
1,Ini tolong lah admin saya unduh data konten hampir selesai malah download data ulang kapan mainnya
1,"Setelah update, loading sudah 100% malah stuck tidak masuk in game kocak"
4,"stuck saat loading, tolong dimaksimalkan optimisasinya untuk hp kelas mid-low"
1,"Nge bug banget,padahal penyimpanan besar,lelet juga,jaringan bagus"
1,Habis update bukannya bagus malah gabisa dibuka ini game makin banyak aha bug sama stuck nya
3,Ini kenapa pas main suka keluar sendiri padahal ruang penyimpanan Ama sinyal pul masih banyak
5,"Bagus banget gamenyaa, tapi tolong lahh dipermudah Dapet Exp buat up level Sung Jin Woo, stuck level 55 nih😭😭😭"
5,Tolong perbaiki. Sering kali stuck saat loading masuk dungeon. Thanks.
4,"Lumayan seru, hanya Log in pertama ke game kebanyakan loading nya, mohon dikurangi min"
1,loading sering ngestuck pada jaringan baguss jadi male mau leveling.
3,"suka sih , cuman serih banget ilang koneksi server ,ganggu banget harus relog lagi kalo gitu"
4,"kalo ada pengunduhan baru harus ada fitur seperti game lain kasian yang pake Kouta apalagi tinggal dkit ,saran kasih jeda seperti game lain"
1,Baru mau main udah selesai download file2 ya mau masuk login gagal mulu... mna download ya banyak lg taaaik ni game
4,"Sudah bagus, tapi tolong support chipset snapdragon 680, sering blackscreen"
5,keren game nya tinggal perbaiki pas loading nya aja min di tunggu
3,Terima kasih update-nya sekaligus beberapa error juga masih ada jadi blm bisa sempurna
1,Bug nya tolong di kondisi kan nge stuck Mulu jir padahal pake ram hp 8/256 cok
1,"Game GK jelas dikit2 stak di loading Wee, udah upgrade device juga ke Xiaomi pad 6 masih aja gitu"
2,"Gtw kenapa patah² penyimpanan juga masih banyak, download full data 9gb"
4,Game bagus tolong di perbaiki game terlalu berat untuk ukuran hp standar
1,Tolong dong udpatenya perbaiki dulu bug stak di loading... ngeganggu banget
1,"Broken game , game rusak , bug loading screen teruss !!!!"
5,"Bagus game nya,tapi kok grafik rendah tetap jelek saat di main kan"
1,"banyak bug, contoh:stuck pas loading, skill ga bisa dipencet"
1,"Game doang bagus, masalah bug dan freze kagak diperbaiki gw hapus aja"
3,gamenya bagus tapi sering nge stack di loading tolong di benerin lagi developer
2,Parah bet dah . Bug dikatain cheat . Kena band 90 hari lagi . Tolong lah di perbaiki bug nya
3,"Apaaan ini masa baru main udah black screen 5 kali, padahal hp gak kentang ram 8"
5,Solo leveling adalah game yang bagus dan sulit di tamakan tapi cerita bagus banget ayok download game ini
4,Tolong dong ini untuk frame ratenya di kasih 90fps biar gk drop banget
5,game udah bagus tinggal perbaiki kualitas rendering aja biar gk suka berhenti
4,Bagus cuma sering berhenti di loadingnya saat bermain di dalam gamenya.
3,Memang game bagus grafik bagus cuman bug nya sama delay
1,Stuck di loading game ini gak ada prubahan bukan nya di perbaiki payah
1,Game stuck tidak bisanhubjngi customer service untuk mebgatasi keluhan bug setelah update patch terbaru
5,game nya enak si tpi knp ya ngestuck di loading saya harap bug ini di perbaiki
4,ini game berat kalo mau lancar mesti pake spek hp yg mendukung yaa guys yaa..
2,Kasih waktu minimal 5-10 menit bang susah lawan nya ini kalo ketemu bos darah nya tebel kasih waktu 5-10 menit lah bang
1,gimana ini game susah log in balik lagi balik lagi perbaiki bug nya
1,"dear developer, kenapa akun saya di suspend 1 bulan? , di keterangannya ada aktivitas yang tak biasa (atau mungkin pakai cheat) yang ditemukan. padahal saya sama sekali tidak pakai apa-apa."
4,Ini yg stuck di loading dari hp nya apa gamenya ya masa harus relog terus cape banget
3,Gameplaynya bagus tapi saat ingin mengunduh file patch lama
1,dowload lama² udah 989mb malah di ulang lagi dari 0mb hadeh udah tau wifinya lemot
2,terlalu sering nge FREZZ and Bug. mohon diperbaiki segera.
1,oke semua minus kalo jaringan rendah ngestuck nying apaan dah dikira semua yg maen jaringan pake Starlink
1,"Apalah ini game, gamenya main sendiri bug gabisa di pencet mending pindah genshin"
1,banyak bug setelah update masalah jaringan padahal jaringan saya bagus
1,"setelah update banyak bug nya, tolong diperbaiki Netmarble"
1,Informasi bahwa Bug Jaringan Tidak Stabil kembali muncul.
5,gamenya bagus tapi ada kekurangan bos nya susah ngelag² dah itu aja[×^÷*#[@;×%->#@
3,"min tolong di fix, suka stuck di loading screen"
3,Game macam apa ini banyak bug freeze kadang pas main freeze yang harus reloading
3,"tolong perbaiki bug loading nya , itu membuat player kesal"
2,"Bagus si tapi kadang suka stuck di loading bukan gw doang, player lain juga"
1,"Banyak bugnya,trus juga loading lama bngt pdhl hpku ram 8 GB sinyal full"
5,saya suka game solo leveling tambahkan emot min buat sunjinwo sama hunternya ditunngu next update min biar ga gabut pas waktu dilobby
1,masa bisa update event ga bisa benerin bug loading dan in game
3,Seru sih tapi tolong lah jangan banyak download datanya baru juga main harus download data lagi
5,Servernya masih kurang optimal tolong di perbaiki segera [udh itu aja]
2,padahal kapasitas download data bisa tpi di ksh peringatan kapasitas kurang 9 mb lebih
3,"Developer game, kenapa gamenya sering banget*game tidak berjalan dengan baik* mulu, kenapa ya?"
1,Kok gua baru main malah ngestuck di loadingnya terus yang pas download tabel unduhan 🗿 aneh
1,"Oii ini game kenapa gak bisa laporkan bug gamenya, ini kagak bisa selesaikan event nya aku"
2,ini game enak bagus dan amazing tapi ini game terus keluarin kan saya baru di ganggu begini saya kasi 2 bintang
3,Kenapalah game ini kapan eror erorrrr terus kapan ngeleg ngeleg terus harus relog baru bisa
1,sering black screen dan harus relog. waktu relog cukup lama
1,"Tolong la, tiap login selalu aada bug , gak ada habisnya"
1,Makin sampah aja ini game!! Setelah update bug nya makin parah
1,tolong bug loading screen nya parah banget perlu di perbaiki
1,"game ngebug mulu device dah bagus padahal,game ga guna banyak bug"
4,overall udah bagus cuma gameplay nya tolong lebih di optimalkan seperti genshin impact🙏
3,Bagus sih grafik nya tapi banyak bet bug nya jadi males main lagi
2,"masih sering ngebug, kelas satu game langsung loading lama"
1,setelah update tidak bisa masuk game padahal wifi lancar
4,Ini game tiap minggu update terus... Haduh... Kurang sensasi hiburannya
1,Sudah Habis Banyak Data Pas Mau Masuk Server Bermasalah. game tidak jelas👿
1,Game aneh main belum ada 1 menit baru juga login dikit' stuck loading
1,"kacau...sampe di chapter ""Pemilik Bola"" udah stuck di loading... Percuma main dari awal kalau begini ujungnya... Menyesal..."
5,"Overall bagus sih, gak kena kendala apapun di hp Galaxy A72 RAM 8/128, minat inbox?"
1,Padahal baru loading misi malah blackscreen hanya muncul suara nya saja
1,Aneh ni game setiap keluar pas mau download full malah disuruh kurangi kapasitas aja terus aneh
2,habis update kok bug mulu ya? tolong diperbaiki
2,"baru sehari maen si masi bagus, besoknya udah gagal login, harus lapor customer servis, malesin"
1,"Bug benerin dong ,kena baned padahal bukan citer ,buat new player saya saranin jangan download"
1,Sangat tidak senang stuck loading screen terus terusan
1,Cacat gk bisa download patch gagal terhubung terus padaha sinyal bagus
2,ini kenapa ya doveloper pas awal login kan suruh mendownload tapi kok pas pencet ok malah keluar dari apknya gimna ini?
1,Game cacad Bug banyak Stack loading mulu Dari dulu bug loading gk pernah d benerin
1,loading screen sering stack dan fps tidak stabil
3,Mohon perbaiki soal jaringan kalo main suka loading tiba²
4,"Meskipun aku ngelag saat downloadnya, tapi gamenya sangat bagus untuk dimainkan"
5,"Next update berikut ya semoga semakin ringan game, semakin enak di mainkan, permintaan itu aja gw admin, di tanggal 16 Januari di thun 2025,semoga game makin enak dan ringan di mainkan buat HP kentang seperti saya, semoga di baca admin komen keluhan saya"
1,"Dev idiot, maksa player buat namatin chapter 1 tanpa membolehkan player buat menjelajahi konten game, maksa player download konten game 100% dan tidak boleh di pause, benar"" Bodoh"
1,"Game rusak, masa download data udah mau kelar, balik lagi ke awal"
1,Auto uninstall.. ngabisin paket data aja download besar2 tp black screen terus
1,"Game rusak, device spek dewa sekalian tetep ngstuck, patah2.."
1,"Game Udah 2 Tahun Masih Aja Sering Stuck Di Loading, Bukan Nya Makin Bagus Malah Makin Parah"
4,Lumayan tapi banyak bug nya seperti di loading
1,kenapa gak bisa login bg setelah saya update dan nunggu jam nya
5,"Gameplay nya mudah di pahami, eventnya juga hampir mirip Seven Knight. Mungkin untuk bugnya yang sedikit menjengkelkan, terkadang cuma Black Screen kadang Stuck loading sedangkan deviceku di Chipset 870 Gpu Adreno 650. Setiap bug saya harus keluar game lalu masuk lagi, jadi susah untuk menyelesaikan misi secara beruntun. Barusan nemu lagi bug split time, jadi motion dan durasinya tiba-tiba cepet banget di akhiri dengan kalah gara-gara waktunya habis"
3,"Sering ada bug, loading tiba"" berhenti terlalu banyak bug. Tolong di perbaiki lagi, dalam game tiba-tiba ngebug, disuruh hubungi customer service juga percuma ada bug juga egk bisa milih apa permasalahan. Tolong diperbaiki, kalau egk di perbaiki begini-begini saja ini game egk bakalan diberikan rating tinggi"
1,"Game bagus tapi baret loding yang lama download nya juga lama dulu pas awal masih bagus sekarang udah jelak aja sih Kurang nya grafis yang berat tetapi grafis nya jelak,terlalu berat untuk grafis segitu mungkin bisa di perbaiki agar grafis nya bisa lebih ringan dan lebih hd"
2,gw suka ni game sistematik nya bagus banget ga bikin bosen tapi minus yang paling bikin kesel ya bug nya gatau setiap fitur pasti ada bug nya yang tau tau black screen lah setiap mau main story atau apapun selalu di balikin ke lobby karena ada trouble issue tiba tiba pas lagi main game nya jadi cepet banget stuck loading ga bisa ngedash ga responsif lagi kalo mau mencet stage harus berkali-kali baru kepencet dan buat yang baca percaya lah itu baru sedikit dari yang gw omongin HP gw POCO F4 btw
1,"Kecewa saya, gamenya sih sudah bagus TAPI MASIH BANYAK BUG, terutama bug ngestuck d loading screen, layar ketika loading menjadi hitam dan terpaksa relog. Mohon segera ditangani agar meningkatkan kenyamanan player"
1,"Sdh game auto, malah suka ngefreeze pas loading, males mainnya"
1,"tutorialnya mengganggu sekali,tolong jangan di perpanjangan tutorial nya, saya baru balik main malah kesel dengan tutorial yg panjang dan juga di sertai download patch nya saya jadi gabisa main dan harus menunggu gara² tutorial nya"
3,Setelah update patch ini..sangat di sayangkan bahwa bug loading nya Masih ada ...padahal sudah update patch dua kali..saya harap segera di fixed bug loading nya ini...setelah bug di hapus kan akan saya naikan rating nya
