,Year_Birth,Education,Income,NumWebVisitsMonth,Total_Day,Total_Cmp,Total_Purchase,Total_Child,Cluster
426,1959,Graduation,23295.0,8,351,0.0,4.0,0.0,0
427,1972,Master,42618.0,8,263,0.0,11.0,1.0,1
428,1964,Graduation,81246.0,1,182,2.0,17.0,0.0,4
429,1976,Graduation,24027.0,8,385,0.0,7.0,1.0,0
430,1953,PhD,55707.0,3,189,0.0,16.0,1.0,2
431,1955,Graduation,57959.0,3,423,0.0,27.0,1.0,2
432,1969,Graduation,56796.0,7,498,0.0,27.0,1.0,2
433,1971,Master,36230.0,5,255,0.0,7.0,1.0,1
434,1980,2n Cycle,70829.0,3,210,0.0,16.0,2.0,3
435,1976,Graduation,65991.0,7,660,0.0,27.0,1.0,3
436,1972,Graduation,38988.0,8,678,0.0,19.0,3.0,1
437,1966,2n Cycle,89572.0,4,652,3.0,24.0,0.0,4
438,1984,Master,42207.0,6,454,2.0,14.0,1.0,1
439,1952,Graduation,50300.0,2,35,0.0,13.0,1.0,2
440,1982,2n Cycle,66664.0,3,642,0.0,19.0,0.0,3
441,1964,Graduation,60597.0,7,179,2.0,16.0,1.0,3
442,1949,Graduation,70165.0,1,280,0.0,22.0,0.0,3
443,1958,PhD,50520.0,6,152,0.0,9.0,1.0,2
444,1963,Graduation,80124.0,1,3,1.0,19.0,0.0,4
445,1975,Graduation,33183.0,7,125,0.0,9.0,1.0,1
446,1969,PhD,66582.0,1,118,0.0,20.0,0.0,3
447,1955,PhD,75261.0,2,432,3.0,17.0,0.0,4
448,1970,Graduation,31880.0,8,606,0.0,4.0,1.0,1
449,1951,Graduation,53790.0,6,115,0.0,20.0,2.0,2
450,1971,PhD,49269.0,7,683,0.0,25.0,1.0,2
451,1975,Graduation,61456.0,4,459,0.0,33.0,1.0,3
452,1980,Graduation,37406.0,8,262,1.0,4.0,1.0,1
453,1981,PhD,56937.0,6,694,2.0,30.0,1.0,2
454,1978,Graduation,38415.0,7,543,0.0,6.0,2.0,1
455,1988,Graduation,20518.0,5,42,0.0,5.0,1.0,0
456,1956,Graduation,62503.0,5,496,0.0,26.0,1.0,3
457,1972,PhD,41644.0,3,51,0.0,6.0,2.0,1
458,1977,Master,55842.0,5,37,0.0,17.0,1.0,2
459,1972,PhD,62010.0,5,614,0.0,19.0,1.0,3
460,1977,Graduation,41124.0,8,606,0.0,21.0,1.0,1
461,1973,Master,38961.0,7,181,0.0,6.0,1.0,1
462,1972,Master,37760.0,6,322,0.0,6.0,1.0,1
463,1974,Graduation,32233.0,9,679,2.0,12.0,1.0,1
464,1975,Graduation,43057.0,5,242,0.0,15.0,1.0,1
465,1960,Master,83151.0,3,627,0.0,19.0,0.0,4
466,1964,PhD,78825.0,3,653,1.0,29.0,0.0,4
467,1976,Master,65104.0,7,227,0.0,17.0,1.0,3
468,1974,Graduation,60093.0,6,368,0.0,21.0,1.0,3
469,1969,Graduation,14045.0,7,154,0.0,5.0,1.0,0
470,1952,2n Cycle,28457.0,8,609,0.0,10.0,0.0,0
471,1958,PhD,78952.0,6,643,0.0,21.0,1.0,4
472,1976,Graduation,46310.0,8,573,0.0,14.0,1.0,2
473,1955,Graduation,76005.0,6,492,1.0,22.0,0.0,4
474,1964,Master,58308.0,8,533,0.0,15.0,1.0,2
475,1944,PhD,55614.0,7,214,1.0,20.0,0.0,2
476,1962,Master,59432.0,5,442,0.0,22.0,1.0,3
477,1978,Graduation,55563.0,3,85,0.0,6.0,1.0,2
478,1971,PhD,78642.0,6,434,0.0,18.0,1.0,4
479,1949,PhD,67911.0,3,38,0.0,27.0,1.0,3
480,1944,Graduation,65275.0,2,452,0.0,21.0,0.0,3
481,1950,Graduation,27203.0,8,692,0.0,6.0,2.0,0
482,1961,Master,48330.0,5,226,0.0,5.0,1.0,2
483,1990,Basic,24279.0,8,547,0.0,9.0,0.0,0
484,1985,PhD,64355.0,8,674,0.0,21.0,1.0,3
485,1956,Master,50943.0,5,373,0.0,5.0,1.0,2
486,1953,Graduation,53653.0,6,599,0.0,28.0,0.0,2
487,1976,Graduation,65665.0,3,209,0.0,24.0,1.0,3
488,1989,Graduation,81217.0,1,345,0.0,22.0,0.0,4
489,1992,Graduation,34935.0,7,373,0.0,8.0,0.0,1
490,1959,Graduation,61250.0,5,560,0.0,25.0,1.0,3
491,1981,PhD,39665.0,7,400,1.0,12.0,1.0,1
492,1979,Graduation,60152.0,3,458,0.0,23.0,1.0,3
493,1964,Graduation,48920.0,7,252,1.0,16.0,2.0,2
494,1959,Master,89120.0,1,104,1.0,19.0,0.0,4
495,1946,PhD,44124.0,8,414,0.0,17.0,1.0,2
496,1975,Master,81169.0,2,441,0.0,22.0,0.0,4
497,1961,Graduation,36443.0,8,511,0.0,11.0,2.0,1
498,1990,Graduation,26095.0,7,364,0.0,5.0,1.0,0
499,1959,Graduation,71367.0,2,310,0.0,17.0,0.0,3
500,1944,Master,80184.0,3,120,2.0,20.0,0.0,4
501,1965,Graduation,30630.0,7,153,0.0,7.0,2.0,1
502,1987,Master,73454.0,5,120,1.0,13.0,0.0,3
503,1991,Graduation,42691.0,5,317,0.0,13.0,0.0,1
504,1953,Graduation,70503.0,6,637,2.0,16.0,0.0,3
505,1987,Graduation,25545.0,6,659,1.0,10.0,1.0,0
506,1986,Graduation,32880.0,8,572,0.0,5.0,1.0,1
507,1958,PhD,77863.0,2,214,0.0,20.0,0.0,4
508,1977,Master,50353.0,3,21,0.0,15.0,0.0,2
509,1964,Graduation,61839.0,8,686,0.0,17.0,0.0,3
510,1960,PhD,49154.0,6,238,0.0,19.0,2.0,2
511,1975,2n Cycle,47682.0,5,499,0.0,19.0,1.0,2
512,1969,Graduation,72679.0,1,284,0.0,17.0,1.0,3
513,1977,Master,57954.0,7,11,1.0,23.0,2.0,2
514,1962,Graduation,65316.0,4,431,0.0,12.0,2.0,3
515,1982,Graduation,28567.0,6,377,0.0,7.0,1.0,0
516,1951,Master,47352.0,7,444,0.0,16.0,1.0,2
517,1967,Graduation,44931.0,5,162,0.0,7.0,1.0,2
518,1967,Graduation,76982.0,4,134,2.0,16.0,0.0,4
519,1952,2n Cycle,57247.0,2,325,0.0,12.0,1.0,2
520,1981,Master,22944.0,7,188,0.0,9.0,1.0,0
521,1977,2n Cycle,25315.0,8,234,0.0,9.0,1.0,0
522,1969,Graduation,43638.0,7,692,0.0,11.0,1.0,1
523,1984,PhD,42710.0,6,578,0.0,14.0,1.0,1
524,1982,PhD,84169.0,3,326,3.0,20.0,0.0,4
525,1976,Graduation,54058.0,3,390,0.0,20.0,1.0,2
526,1990,2n Cycle,24683.0,5,113,0.0,8.0,1.0,0
527,1964,Graduation,85620.0,1,173,1.0,14.0,0.0,4
528,1980,Graduation,47850.0,6,208,0.0,8.0,1.0,2
529,1968,Graduation,19514.0,8,154,2.0,10.0,2.0,0
530,1973,Master,27159.0,6,92,0.0,6.0,2.0,0
531,1963,2n Cycle,39548.0,3,90,0.0,7.0,2.0,1
532,1989,Graduation,21474.0,7,82,2.0,8.0,1.0,0
533,1971,PhD,60504.0,6,142,0.0,18.0,1.0,3
534,1963,Graduation,22419.0,8,437,0.0,8.0,0.0,0
535,1949,Master,81698.0,1,235,1.0,25.0,0.0,4
536,1952,Graduation,43462.0,8,655,0.0,16.0,2.0,1
537,1978,PhD,54880.0,5,485,0.0,21.0,1.0,2
538,1982,Graduation,79908.0,2,450,1.0,19.0,0.0,4
539,1970,2n Cycle,15315.0,5,330,0.0,8.0,0.0,0
540,1959,Graduation,87771.0,6,403,5.0,20.0,1.0,4
541,1978,Graduation,33039.0,5,293,0.0,7.0,1.0,1
542,1980,Graduation,81741.0,2,378,0.0,19.0,0.0,4
543,1971,Master,71499.0,4,369,0.0,26.0,1.0,3
544,1970,2n Cycle,62466.0,4,165,0.0,26.0,1.0,3
545,1963,PhD,48799.0,3,236,0.0,15.0,1.0,2
546,1950,PhD,52157.0,4,22,0.0,12.0,1.0,2
547,1962,Graduation,66565.0,8,571,0.0,19.0,1.0,3
548,1951,Master,29298.0,5,295,0.0,4.0,2.0,1
549,1979,Graduation,47691.0,6,359,0.0,4.0,1.0,2
550,1970,Graduation,38200.0,7,569,0.0,4.0,2.0,1
551,1974,Graduation,44989.0,6,655,0.0,16.0,1.0,2
552,1968,PhD,38443.0,7,153,0.0,6.0,2.0,1
553,1978,2n Cycle,38593.0,8,289,0.0,11.0,1.0,1
554,1970,PhD,64413.0,5,332,0.0,12.0,1.0,3
555,1981,Master,36959.0,8,270,0.0,7.0,1.0,1
556,1977,PhD,61996.0,5,514,4.0,21.0,1.0,3
557,1968,Graduation,51287.0,7,89,0.0,11.0,2.0,2
558,1970,Graduation,13260.0,8,310,0.0,10.0,2.0,0
559,1966,PhD,47472.0,5,286,0.0,8.0,2.0,2
560,1956,Master,54603.0,7,355,0.0,16.0,2.0,2
561,1974,PhD,45207.0,6,596,1.0,15.0,2.0,2
562,1951,Graduation,40689.0,8,468,0.0,20.0,1.0,1
563,1967,2n Cycle,47821.0,8,252,0.0,5.0,2.0,2
564,1951,Master,27450.0,7,440,0.0,7.0,0.0,0
565,1983,Graduation,39453.0,6,87,0.0,7.0,1.0,1
566,1971,2n Cycle,26850.0,4,72,0.0,11.0,2.0,0
567,1955,Graduation,79800.0,3,644,4.0,22.0,0.0,4
568,1961,Master,61794.0,2,288,0.0,20.0,1.0,3
569,1955,Graduation,53863.0,7,43,1.0,18.0,1.0,2
570,1959,Graduation,24221.0,4,313,0.0,6.0,0.0,0
571,1984,PhD,39684.0,7,625,1.0,7.0,1.0,1
572,1975,Master,92163.0,2,564,3.0,21.0,0.0,4
573,1965,Master,69882.0,1,231,0.0,20.0,0.0,3
574,1977,Graduation,33178.0,4,150,0.0,5.0,1.0,1
575,1972,PhD,59973.0,1,291,0.0,15.0,0.0,3
576,1975,Master,17459.0,7,283,1.0,9.0,1.0,0
577,1969,Graduation,23910.0,7,611,0.0,6.0,1.0,0
578,1969,Master,42169.0,8,253,0.0,6.0,2.0,1
579,1978,2n Cycle,26224.0,6,390,0.0,9.0,1.0,0
580,1981,Graduation,31089.0,8,681,0.0,10.0,1.0,1
581,1961,Graduation,30081.0,7,493,0.0,5.0,1.0,1
582,1960,Graduation,62807.0,5,667,0.0,23.0,1.0,3
583,1955,Graduation,72906.0,1,285,0.0,17.0,0.0,3
584,1948,PhD,61467.0,5,567,0.0,20.0,2.0,3
585,1966,Master,49618.0,7,519,0.0,11.0,2.0,2
586,1986,Master,21888.0,10,547,1.0,12.0,1.0,0
587,1973,Graduation,42429.0,5,138,0.0,7.0,1.0,1
588,1956,Graduation,26150.0,7,475,0.0,5.0,3.0,0
589,1975,Basic,30801.0,7,611,0.0,6.0,1.0,1
590,1965,Graduation,81168.0,3,53,1.0,18.0,0.0,4
591,1969,Master,26877.0,6,314,0.0,12.0,0.0,0
592,1944,Master,45006.0,3,346,0.0,12.0,0.0,2
593,1973,Basic,18978.0,8,565,0.0,5.0,1.0,0
594,1967,Graduation,22574.0,7,244,0.0,7.0,3.0,0
595,1969,PhD,48240.0,5,597,1.0,25.0,0.0,2
596,1974,Graduation,45837.0,7,338,0.0,18.0,2.0,2
597,1965,Master,35791.0,8,419,0.0,6.0,3.0,1
598,1978,Graduation,54162.0,4,468,0.0,5.0,2.0,2
599,1960,Master,30522.0,2,681,0.0,17.0,1.0,1
600,1961,PhD,54456.0,6,353,0.0,17.0,1.0,2
601,1971,Graduation,31632.0,7,350,0.0,6.0,0.0,1
602,1949,Graduation,72298.0,1,111,2.0,14.0,0.0,3
603,1978,2n Cycle,36975.0,7,183,0.0,5.0,1.0,1
604,1955,2n Cycle,72635.0,3,391,1.0,21.0,0.0,3
605,1976,Graduation,13624.0,6,525,0.0,7.0,1.0,0
606,1975,Graduation,84196.0,3,391,0.0,20.0,1.0,4
607,1960,Graduation,70971.0,7,646,1.0,34.0,1.0,3
608,1977,PhD,34487.0,9,661,0.0,9.0,2.0,1
609,1977,Graduation,28769.0,9,558,0.0,12.0,1.0,0
610,1970,PhD,69084.0,8,222,0.0,25.0,1.0,3
611,1958,PhD,65488.0,1,16,0.0,14.0,0.0,3
612,1970,2n Cycle,62466.0,4,165,0.0,26.0,1.0,3
613,1960,2n Cycle,32218.0,7,134,2.0,7.0,0.0,1
614,1973,Graduation,83917.0,3,437,1.0,21.0,0.0,4
615,1962,Graduation,46102.0,7,111,0.0,4.0,3.0,2
616,1952,Graduation,84574.0,5,390,0.0,32.0,0.0,4
617,1962,Graduation,56181.0,4,537,0.0,14.0,1.0,2
618,1950,Master,63120.0,7,639,1.0,26.0,1.0,3
619,1971,Graduation,73691.0,2,235,1.0,18.0,1.0,3
620,1960,Graduation,63381.0,2,632,0.0,26.0,1.0,3
621,1948,PhD,76140.0,2,47,0.0,21.0,0.0,4
622,1959,PhD,62859.0,6,546,0.0,23.0,1.0,3
623,1964,Graduation,45906.0,5,418,1.0,15.0,1.0,2
624,1947,Master,77632.0,2,476,3.0,13.0,0.0,4
625,1971,PhD,46463.0,6,315,0.0,17.0,2.0,2
626,1970,Graduation,105471.0,3,524,3.0,30.0,0.0,4
627,1970,Master,55282.0,4,198,0.0,11.0,1.0,2
628,1977,Master,78710.0,4,37,0.0,28.0,1.0,4
629,1958,Graduation,66886.0,5,286,0.0,17.0,1.0,3
630,1960,Master,98777.0,1,132,1.0,19.0,0.0,4
631,1985,Graduation,29103.0,9,671,0.0,6.0,1.0,1
632,1974,Graduation,67445.0,6,686,0.0,32.0,1.0,3
633,1950,PhD,50616.0,2,77,0.0,7.0,1.0,2
634,1955,Graduation,49431.0,8,695,0.0,15.0,1.0,2
635,1953,Graduation,61278.0,6,176,0.0,10.0,1.0,3
636,1958,2n Cycle,26490.0,6,645,0.0,11.0,0.0,0
637,1947,PhD,73059.0,4,302,0.0,26.0,1.0,3
638,1966,PhD,46734.0,6,251,1.0,12.0,3.0,2
639,1963,Graduation,56253.0,6,569,0.0,22.0,1.0,2
640,1985,Graduation,19986.0,7,227,0.0,4.0,1.0,0
641,1975,Graduation,58330.0,4,186,0.0,24.0,1.0,2
642,1980,Basic,25965.0,8,660,0.0,6.0,0.0,0
643,1956,Master,14661.0,6,544,0.0,5.0,0.0,0
644,1959,Graduation,18690.0,8,548,0.0,5.0,0.0,0
645,1974,PhD,45068.0,7,409,0.0,4.0,1.0,2
646,1987,Basic,21063.0,6,277,0.0,7.0,1.0,0
647,1968,PhD,29187.0,8,416,0.0,5.0,1.0,1
648,1971,2n Cycle,54690.0,3,234,0.0,12.0,2.0,2
649,1964,PhD,59304.0,5,335,0.0,28.0,1.0,3
650,1962,Master,59247.0,6,233,0.0,21.0,2.0,3
651,1970,Graduation,66731.0,3,655,0.0,17.0,1.0,3
652,1980,Graduation,77353.0,4,195,0.0,20.0,1.0,4
653,1975,PhD,52614.0,8,575,0.0,16.0,1.0,2
654,1974,Graduation,26751.0,8,38,0.0,4.0,2.0,0
655,1963,PhD,81300.0,5,607,2.0,21.0,1.0,4
656,1979,Graduation,70337.0,1,178,0.0,17.0,0.0,3
657,1985,2n Cycle,36145.0,9,378,2.0,12.0,1.0,1
658,1980,PhD,65295.0,2,188,0.0,20.0,0.0,3
659,1963,Graduation,68118.0,6,254,0.0,23.0,1.0,3
660,1967,Graduation,68743.0,7,668,0.0,30.0,0.0,3
661,1982,2n Cycle,41039.0,8,339,0.0,15.0,0.0,1
662,1955,Graduation,38946.0,5,248,0.0,12.0,1.0,1
663,1967,Graduation,65777.0,1,192,0.0,17.0,0.0,3
664,1976,PhD,66476.0,4,479,0.0,20.0,1.0,3
665,1972,PhD,86857.0,2,655,1.0,22.0,0.0,4
666,1989,PhD,77845.0,1,44,2.0,21.0,0.0,4
667,1969,PhD,69476.0,2,272,0.0,15.0,0.0,3
668,1960,PhD,50611.0,6,633,2.0,22.0,1.0,2
669,1970,Graduation,61209.0,2,308,0.0,13.0,0.0,3
670,1958,Master,42315.0,3,352,0.0,12.0,1.0,1
671,1952,Basic,13084.0,6,239,0.0,5.0,0.0,0
672,1949,Master,47570.0,7,396,1.0,9.0,2.0,2
673,1961,Master,61923.0,3,338,0.0,8.0,2.0,3
674,1995,Graduation,34824.0,6,95,0.0,4.0,0.0,1
675,1949,PhD,26518.0,8,447,1.0,8.0,2.0,0
676,1961,Graduation,45938.0,6,238,0.0,20.0,0.0,2
677,1960,Graduation,78468.0,4,81,1.0,28.0,0.0,4
678,1973,Graduation,78901.0,4,285,0.0,20.0,1.0,4
679,1978,Graduation,71427.0,4,109,0.0,20.0,2.0,3
680,1978,Graduation,71022.0,8,138,1.0,21.0,1.0,3
681,1988,Master,90247.0,1,61,4.0,15.0,0.0,4
682,1968,Master,41335.0,7,185,0.0,12.0,1.0,1
683,1986,Graduation,71952.0,4,535,2.0,22.0,1.0,3
684,1970,PhD,35682.0,2,2,0.0,6.0,1.0,1
685,1951,Graduation,43185.0,8,445,0.0,20.0,1.0,1
686,1948,PhD,66375.0,7,220,1.0,14.0,1.0,3
687,1971,Master,35178.0,7,535,2.0,5.0,1.0,1
688,1986,Graduation,25252.0,8,352,0.0,4.0,1.0,0
689,1965,Master,55250.0,5,616,0.0,26.0,1.0,2
690,1975,Graduation,33249.0,6,494,0.0,8.0,1.0,1
691,1953,Graduation,58398.0,4,411,0.0,20.0,0.0,2
692,1982,Graduation,50272.0,7,326,0.0,13.0,1.0,2
693,1975,PhD,76618.0,1,569,0.0,11.0,0.0,4
694,1960,2n Cycle,87305.0,2,644,2.0,17.0,0.0,4
695,1978,Graduation,25851.0,7,503,0.0,7.0,1.0,0
696,1970,Graduation,58710.0,6,455,0.0,31.0,1.0,2
697,1958,Graduation,45160.0,7,92,0.0,4.0,2.0,2
698,1965,Master,74806.0,4,557,0.0,16.0,1.0,4
699,1954,Graduation,59111.0,7,423,0.0,21.0,0.0,3
700,1984,PhD,18988.0,7,37,0.0,6.0,1.0,0
701,1965,Graduation,72190.0,3,501,0.0,16.0,0.0,3
702,1976,Graduation,7500.0,9,697,2.0,12.0,1.0,0
703,1966,Graduation,44794.0,6,21,0.0,6.0,1.0,2
704,1955,Graduation,80395.0,2,218,1.0,24.0,0.0,4
705,1976,Master,75012.0,1,155,0.0,23.0,0.0,4
706,1965,Master,56962.0,7,261,0.0,21.0,3.0,2
707,1991,Graduation,89891.0,4,440,1.0,26.0,0.0,4
708,1949,PhD,35946.0,5,275,0.0,4.0,2.0,1
709,1953,PhD,53593.0,8,691,0.0,23.0,2.0,2
710,1978,Graduation,66373.0,3,382,0.0,23.0,2.0,3
711,1948,PhD,45072.0,8,256,0.0,16.0,3.0,2
712,1973,Graduation,89694.0,5,263,3.0,14.0,2.0,4
713,1949,Graduation,72025.0,2,61,4.0,26.0,0.0,3
714,1973,Graduation,67432.0,4,457,0.0,19.0,1.0,3
715,1952,Master,70545.0,2,26,0.0,13.0,1.0,3
716,1989,Basic,17487.0,7,468,0.0,4.0,1.0,0
717,1969,Graduation,62882.0,4,689,0.0,20.0,1.0,3
718,1953,PhD,64108.0,5,463,0.0,30.0,1.0,3
719,1956,Master,34941.0,8,480,0.0,8.0,2.0,1
720,1950,PhD,48767.0,5,179,0.0,9.0,3.0,2
721,1978,2n Cycle,38702.0,6,332,0.0,9.0,1.0,1
722,1964,Graduation,82224.0,3,155,1.0,21.0,0.0,4
723,1952,Graduation,83844.0,1,413,1.0,20.0,0.0,4
724,1975,2n Cycle,17003.0,5,202,0.0,9.0,1.0,0
725,1995,Graduation,71163.0,1,112,0.0,24.0,0.0,3
726,1970,Graduation,33697.0,7,287,1.0,4.0,1.0,1
727,1954,2n Cycle,63564.0,6,151,2.0,28.0,0.0,3
728,1972,PhD,83443.0,2,180,0.0,22.0,0.0,4
729,1958,PhD,51518.0,3,269,0.0,17.0,1.0,2
730,1975,Graduation,58330.0,4,186,0.0,24.0,1.0,2
731,1969,Graduation,80952.0,8,486,4.0,25.0,0.0,4
732,1979,Graduation,75507.0,3,58,0.0,21.0,0.0,4
733,1978,2n Cycle,63855.0,4,505,0.0,24.0,0.0,3
734,1972,PhD,62220.0,6,687,1.0,23.0,1.0,3
735,1964,Graduation,58512.0,8,283,0.0,20.0,1.0,2
736,1979,Master,40662.0,4,471,0.0,8.0,1.0,1
737,1959,PhD,38829.0,5,84,0.0,8.0,1.0,1
738,1981,2n Cycle,35523.0,7,269,0.0,8.0,1.0,1
739,1967,Graduation,79146.0,6,66,0.0,19.0,2.0,4
740,1988,Master,78285.0,3,244,0.0,21.0,0.0,4
741,1978,PhD,31626.0,7,415,2.0,6.0,1.0,1
742,1952,Graduation,75127.0,1,38,0.0,19.0,0.0,4
743,1955,Graduation,48726.0,6,428,0.0,12.0,1.0,2
744,1977,Graduation,74985.0,2,656,0.0,17.0,0.0,4
745,1987,Graduation,67430.0,6,662,0.0,29.0,0.0,3
746,1965,2n Cycle,46891.0,4,301,0.0,8.0,1.0,2
747,1956,Master,62058.0,6,399,0.0,18.0,1.0,3
748,1979,Graduation,72063.0,2,361,0.0,21.0,1.0,3
749,1951,PhD,78939.0,3,199,0.0,20.0,0.0,4
750,1965,Graduation,42720.0,8,431,1.0,25.0,2.0,1
751,1972,Graduation,33622.0,7,442,0.0,9.0,2.0,1
752,1953,Graduation,41452.0,7,480,0.0,4.0,2.0,1
753,1965,PhD,40760.0,6,303,0.0,8.0,1.0,1
754,1958,PhD,74250.0,1,154,0.0,18.0,0.0,4
755,1955,Master,51124.0,3,193,0.0,6.0,2.0,2
756,1971,Graduation,72258.0,2,290,0.0,22.0,1.0,3
757,1974,PhD,71466.0,1,85,0.0,19.0,0.0,3
758,1976,Graduation,36283.0,4,76,0.0,6.0,2.0,1
759,1970,Graduation,20587.0,7,49,0.0,5.0,1.0,0
760,1972,Graduation,30467.0,7,102,0.0,4.0,1.0,1
761,1972,Graduation,31590.0,8,376,0.0,5.0,1.0,1
762,1986,Basic,20425.0,7,608,0.0,7.0,1.0,0
763,1960,Master,17144.0,7,134,0.0,12.0,2.0,0
764,1968,PhD,42564.0,7,543,2.0,24.0,1.0,1
765,1978,Master,43783.0,7,31,1.0,22.0,1.0,1
766,1976,Graduation,40780.0,9,659,0.0,17.0,1.0,1
767,1945,Master,62847.0,2,530,0.0,14.0,0.0,3
768,1957,PhD,82017.0,2,599,4.0,17.0,0.0,4
769,1950,Graduation,16813.0,7,345,1.0,6.0,0.0,0
770,1978,Graduation,51267.0,4,243,0.0,15.0,2.0,2
771,1961,Graduation,46524.0,3,450,0.0,9.0,1.0,2
772,1962,Master,45183.0,7,525,1.0,13.0,0.0,2
773,1954,PhD,70421.0,6,1,0.0,23.0,1.0,3
774,1965,2n Cycle,60161.0,8,614,0.0,26.0,1.0,3
775,1973,Graduation,73926.0,3,484,0.0,24.0,0.0,3
776,1968,Graduation,19329.0,8,197,0.0,10.0,1.0,0
777,1970,Master,61872.0,4,198,0.0,21.0,1.0,3
778,1956,Graduation,46984.0,5,460,0.0,5.0,2.0,2
779,1951,Graduation,34838.0,6,526,0.0,10.0,2.0,1
780,1944,PhD,82716.0,2,236,0.0,28.0,0.0,4
781,1958,Graduation,48192.0,8,449,4.0,25.0,0.0,2
782,1976,Master,49681.0,7,237,0.0,21.0,2.0,2
783,1971,Master,56850.0,2,98,0.0,6.0,1.0,2
784,1957,Graduation,55267.0,3,251,0.0,17.0,1.0,2
785,1972,Graduation,59666.0,8,464,1.0,20.0,2.0,3
786,1972,Graduation,72504.0,2,449,0.0,22.0,1.0,3
787,1981,Graduation,26872.0,6,256,0.0,5.0,0.0,0
788,1972,Graduation,21359.0,8,435,1.0,7.0,1.0,0
789,1975,Graduation,73170.0,2,29,0.0,16.0,0.0,3
790,1955,Master,52750.0,4,510,0.0,27.0,1.0,2
791,1986,PhD,91820.0,1,218,0.0,22.0,0.0,4
792,1970,PhD,65968.0,3,48,0.0,18.0,1.0,3
793,1976,Graduation,30772.0,6,109,0.0,4.0,2.0,1
794,1954,Graduation,22507.0,9,582,0.0,19.0,0.0,0
795,1972,Graduation,65685.0,5,92,0.0,21.0,1.0,3
796,1978,2n Cycle,25804.0,8,301,0.0,7.0,1.0,0
797,1980,PhD,76412.0,3,420,3.0,18.0,0.0,4
798,1972,Graduation,22063.0,7,325,0.0,7.0,1.0,0
799,1961,Graduation,57091.0,5,14,2.0,18.0,0.0,2
800,1963,Graduation,22419.0,8,437,0.0,8.0,0.0,0
801,1959,Graduation,87771.0,6,403,5.0,20.0,1.0,4
802,1959,2n Cycle,78353.0,8,439,0.0,24.0,1.0,4
803,1954,Graduation,93404.0,5,418,2.0,17.0,3.0,4
804,1962,Graduation,37859.0,8,533,0.0,6.0,3.0,1
805,1958,PhD,80995.0,4,414,0.0,22.0,1.0,4
806,1984,Graduation,16529.0,6,120,0.0,5.0,1.0,0
807,1976,PhD,55412.0,5,219,0.0,6.0,2.0,2
808,1992,Graduation,48789.0,6,657,0.0,18.0,0.0,2
809,1967,PhD,56575.0,5,420,0.0,20.0,2.0,2
810,1980,2n Cycle,25130.0,7,270,0.0,7.0,1.0,0
811,1967,Graduation,35441.0,8,500,0.0,6.0,2.0,1
812,1956,Graduation,71391.0,3,457,0.0,28.0,1.0,3
813,1972,Master,49494.0,7,430,0.0,14.0,1.0,2
814,1980,Graduation,81702.0,3,644,0.0,27.0,0.0,4
815,1980,2n Cycle,45889.0,6,362,0.0,5.0,1.0,2
816,1977,Graduation,56628.0,5,100,1.0,20.0,1.0,2
817,1950,Graduation,34026.0,5,328,0.0,9.0,2.0,1
818,1974,Graduation,40049.0,5,577,0.0,14.0,1.0,1
819,1988,Graduation,34176.0,6,48,0.0,11.0,1.0,1
820,1981,Graduation,19419.0,9,596,0.0,11.0,1.0,0
821,1960,2n Cycle,82504.0,1,337,0.0,17.0,0.0,4
822,1970,Graduation,81205.0,2,167,4.0,19.0,0.0,4
823,1991,2n Cycle,61618.0,3,638,0.0,19.0,0.0,3
824,1956,Master,55284.0,5,552,0.0,23.0,1.0,2
825,1963,Graduation,49980.0,5,249,0.0,11.0,1.0,2
826,1980,Graduation,15072.0,5,415,0.0,11.0,2.0,0
827,1974,Graduation,49166.0,6,381,0.0,13.0,1.0,2
828,1954,PhD,65324.0,4,169,0.0,20.0,1.0,3
829,1957,2n Cycle,82347.0,3,600,2.0,25.0,0.0,4
830,1966,PhD,30843.0,5,34,1.0,6.0,2.0,1
831,1974,PhD,46374.0,8,104,3.0,18.0,1.0,2
832,1979,Graduation,60474.0,7,454,0.0,31.0,1.0,3
833,1973,Master,38576.0,7,117,0.0,5.0,1.0,1
834,1985,Graduation,55357.0,5,495,0.0,22.0,2.0,2
835,1966,Graduation,37758.0,8,633,0.0,6.0,2.0,1
836,1989,2n Cycle,85710.0,2,420,1.0,26.0,0.0,4
837,1969,Graduation,23228.0,8,154,0.0,7.0,1.0,0
838,1969,Master,44602.0,8,134,0.0,17.0,2.0,2
839,1987,Graduation,7500.0,6,536,0.0,4.0,0.0,0
840,1989,2n Cycle,38683.0,7,633,0.0,17.0,1.0,1
841,1975,2n Cycle,49514.0,7,194,0.0,13.0,1.0,2
842,1973,PhD,57906.0,4,383,0.0,17.0,1.0,2
843,1966,Master,43456.0,5,460,0.0,17.0,1.0,1
844,1986,Master,19485.0,7,278,0.0,4.0,2.0,0
845,1978,Graduation,53172.0,3,419,0.0,16.0,1.0,2
846,1979,Graduation,30545.0,7,620,0.0,7.0,1.0,1
847,1983,PhD,70123.0,3,274,2.0,17.0,0.0,3
848,1959,Graduation,62450.0,3,174,1.0,16.0,1.0,3
849,1976,Graduation,21675.0,7,18,0.0,10.0,1.0,0
850,1981,2n Cycle,42395.0,7,86,0.0,12.0,2.0,1
851,1978,Master,61346.0,3,266,0.0,23.0,1.0,3
852,1953,Graduation,80812.0,2,285,3.0,18.0,0.0,4
